manip_name,fid
manip_0_nofib_fib,68.85574891702387
manip_0.5_nofib_fib,67.56825605185554
manip_0.75_nofib_fib,66.79634279545502
manip_1.0_nofib_fib,66.51013357254044
manip_1.25_nofib_fib,66.95445569964218
manip_1.5_nofib_fib,67.16210545939043
manip_1.75_nofib_fib,67.59652817972264
manip_2.0_nofib_fib,68.56521259536856
