manip_name,fid
manip_0_nofib_fib,79.28416322402529
manip_0.5_nofib_fib,78.16500241226152
manip_0.75_nofib_fib,77.12862275969678
manip_1.0_nofib_fib,76.6385554726871
manip_1.25_nofib_fib,77.00100377233468
manip_1.5_nofib_fib,77.04585506074656
manip_1.75_nofib_fib,77.32537602169356
manip_2.0_nofib_fib,78.14133914092588
