Image_ID,MedSAM Dice 50 manual,MedSAM Orig Dice Scores,Diffusion + Unet,Diffusion + Unet_noscale,"max(sclae,noS)",mask_area
598,,0.224157795,0.472636819,0.538011074,0.538011074,7621
599,,0.258403569,0.614953816,0.655585766,0.655585766,8196
600,,0.248067439,0.587683678,0.654575169,0.654575169,8583
601,,0.639376223,0.341948301,0.004069176,0.341948301,564
602,,0.117614768,0.20793651,0.134426236,0.20793651,2243
603,,0.132406443,0.531849086,0.406848192,0.531849086,4135
604,,0.420136929,0.616894841,0.688896835,0.688896835,10007
605,,0.404329896,0.396762997,0.45220831,0.45220831,13282
606,,0.183511764,0.528695643,0.473498225,0.528695643,3153
607,,0.25926277,0.410226613,0.488218904,0.488218904,5226
608,,0.172458604,0.579889834,0.606128156,0.606128156,2170
609,,0.115491889,0.537037015,0.528955758,0.537037015,4406
610,,0.441420585,0.802122831,0.792140245,0.802122831,5821
611,,0.268312603,0.635019064,0.624653041,0.635019064,8505
612,,0.276327699,0.492374718,0.579447627,0.579447627,7178
613,,0.098749779,0.755197883,0.684921503,0.755197883,3212
614,,0.36631906,0.712324023,0.597302318,0.712324023,14369
615,,0.617757916,0.545612812,0.650048971,0.650048971,14498
616,,0.343628168,0.533333361,0.685222626,0.685222626,11801
617,,0.150485441,0.258064508,0.164593995,0.258064508,602
618,,0.40503791,0.578836441,0.576118588,0.578836441,13384
619,,0.324033558,0.420301348,0.517548144,0.517548144,4681
620,,0.350460589,0.472372711,0.360439569,0.472372711,1266
621,,0.297136635,0.45039767,0.460000008,0.460000008,3587
622,,0.184398472,0.572164953,0.50248754,0.572164953,3781
623,,0.624578714,0.797229946,0.784357727,0.797229946,8673
624,,0.208284393,0.569739938,0.559590161,0.569739938,6274
625,,0.050734188,0.330086589,0.31831336,0.330086589,1905
626,,0.31374985,0.668909431,0.647012055,0.668909431,7995
627,,0.360495687,0.194379389,0.367218286,0.367218286,1912
628,,0.301050037,0.639532387,0.603906631,0.639532387,10698
629,,0.03534282,0.421134412,0.422875553,0.422875553,1390
630,,0.103652298,0.411103755,0.346416652,0.411103755,3645
631,,0.525743723,0.846292973,0.771822333,0.846292973,1141
632,,0.241313875,0.637848854,0.588955998,0.637848854,6854
633,,0.603658557,0.476595759,0.466278106,0.476595759,2740
634,,0.111762255,0.442489862,0.523774445,0.523774445,2327
635,,0.048003919,0.190169215,0.268746257,0.268746257,661
636,,0.353007644,0.766673505,0.731955051,0.766673505,11420
637,,0.084859736,0.4148148,0.464127302,0.464127302,2677
638,,0.33338502,0.78732425,0.759808302,0.78732425,10182
639,,0.381027043,0.672544062,0.632567167,0.672544062,2100
640,,0.414191425,0.59105432,0.685305536,0.685305536,17240
641,,0.48717615,0.785958886,0.684435725,0.785958886,16168
642,,0.165107533,0.377450973,0.568675876,0.568675876,2169
643,,0.649616361,0,0,0,211
644,,0.577986121,0.768920302,0.769270062,0.769270062,2088
645,,0.537008047,0.307315886,0.414552242,0.414552242,10704
646,,0.392310828,0.597374201,0.653241038,0.653241038,1616
647,,0.07495594,0.617563725,0.363741338,0.617563725,1719
648,,0.242751345,0.37212196,0.378972679,0.378972679,1433
649,,0.579151809,0.605388284,0.274809152,0.605388284,2107
650,,0.147699758,0.298807293,0.346475154,0.346475154,4806
651,,0.332226753,0.369300216,0.561056733,0.561056733,6568
652,,0.304556966,0.769382536,0.680150449,0.769382536,11386
653,,0.411637932,0.222222224,0,0.222222224,204
654,,0.340083629,0.872264624,0.849365711,0.872264624,4266
655,,0.173832178,0.74181819,0.730682254,0.74181819,5926
656,,0.279597491,0.670109749,0.65318501,0.670109749,6627
657,,0.029006884,0.393801272,0.450515449,0.450515449,1188
658,,0.185928777,0.044776119,0,0.044776119,1563
659,,0.430980474,0.614811361,0.476718098,0.614811361,4381
660,,0.173689172,0.497120917,0.60235846,0.60235846,5861
661,,0.697722554,0.313725501,0.462962955,0.462962955,425
662,,0.231774747,0.680746853,0.664895833,0.680746853,8093
663,,0.186052278,0.523904383,0.5898031,0.5898031,6223
664,,0.113322787,0.554550946,0.59465307,0.59465307,3194
665,,0.365075171,0.432524979,0.451995134,0.451995134,10259
666,,0.372478217,0.274747461,0.250903457,0.274747461,3388
667,,0.335892618,0.653930604,0.690234959,0.690234959,10814
668,,0.256684482,0.23222439,0.102437302,0.23222439,3997
669,,0.525252521,0.07067138,0.200772196,0.200772196,174
670,,0.402428806,0.834688365,0.831947565,0.834688365,11424
671,,0.593886435,0.145833328,0.048278082,0.145833328,320
672,,0.527054131,0.466346145,0.531813145,0.531813145,1989
673,,0.415900379,0.565587759,0.51755929,0.565587759,3377
674,,0.212995172,0.469304234,0.430983961,0.469304234,4153
675,,0.211224407,0.516783774,0.633205235,0.633205235,6534
676,,0.360942423,0.604719758,0.56954807,0.604719758,1033
677,,0.356936336,0.589473665,0.612436831,0.612436831,8504
678,,0.047891013,0.270481139,0.175261199,0.270481139,904
679,,0.393294573,0.642258465,0.751088619,0.751088619,11244
680,,0.471935064,0.772369564,0.745457232,0.772369564,6676
681,,0.090875231,0.196601942,0.370338619,0.370338619,2754
682,,0.447482914,0.234417349,0.105242565,0.234417349,4061
683,,0.364803106,0.379118532,0.402267992,0.402267992,2783
684,,0.477625757,0.569525421,0.735175848,0.735175848,15346
685,,0.167275533,0.477908015,0.444059163,0.477908015,5042
686,,0.518363178,0.888285816,0.851184189,0.888285816,9029
687,,0.202086672,0.664034724,0.667878807,0.667878807,4178
688,,0.155159399,0.645602942,0.630272329,0.645602942,3419
689,,0.2101475,0.679245293,0.563541174,0.679245293,2392
690,,0.25,0.269565225,0,0.269565225,191
691,,0.680870771,0.57331574,0.581893563,0.581893563,900
692,,0.132995456,0.4108527,0.431926847,0.431926847,1325
693,,0.405724913,0.501795471,0.596136749,0.596136749,17218
694,,0.170816332,0.451378822,0.249878705,0.451378822,2108
695,,0.118998989,0.647798717,0.548329592,0.647798717,3933
696,,0.114618182,0.410067528,0.427443415,0.427443415,1794
697,,0.105373628,0.570677876,0.483688682,0.570677876,3619
698,,0.197642893,0.503081262,0.603143394,0.603143394,2310
699,,0.392767161,0.679245293,0.793237209,0.793237209,9631
700,,0.51493746,0.506383002,0.502838314,0.506383002,3802
701,,0.234025359,0.659021378,0.635119498,0.659021378,6388
702,,0.338333726,0.356312931,0.328767121,0.356312931,1134
703,,0.336917549,0.216634423,0.219718307,0.219718307,315
704,,0.19248949,0.608940125,0.597506762,0.608940125,7811
705,,0.172114015,0.555555582,0.533111155,0.555555582,4899
706,,0.21924302,0.456338018,0.426370472,0.456338018,4017
707,,0.343545824,0.633085907,0.611450493,0.633085907,3174
708,,0.121798955,0.501754403,0.375833333,0.501754403,1439
709,,0.221362963,0.679173291,0.720561326,0.720561326,6898
710,,0.410687715,0.706378222,0.622628391,0.706378222,7816
711,,0.257784694,0.608212411,0.544582307,0.608212411,7506
712,,0.201833889,0.670413911,0.68531841,0.68531841,4714
713,,0.222496986,0.477763653,0.533780456,0.533780456,4322
714,,0.142994076,0.525394022,0.545699179,0.545699179,4786
715,,0.350026935,0.586219728,0.58929944,0.58929944,3772
716,,0.281258613,0.62031287,0.690615952,0.690615952,8940
717,,0.363256961,0.381294966,0.561876953,0.561876953,5078
718,,0.222185031,0.420752555,0.53396523,0.53396523,5515
719,,0.427562565,0.719762743,0.72379142,0.72379142,10368
720,,0.12024112,0.665248215,0.376897126,0.665248215,3151
721,,0.277578026,0.616655171,0.655164838,0.655164838,9751
722,,0.166640893,0.470081776,0.446670592,0.470081776,5805
723,,0.334913701,0.706276536,0.66352427,0.706276536,8279
724,,0.266574889,0.777285218,0.682177603,0.777285218,9739
725,,0.369334221,0.694489002,0.381701738,0.694489002,3796
726,,0.085369192,0.444622785,0.411874622,0.444622785,3254
727,,0.510413587,0.391866922,0.467628121,0.467628121,983
728,,0.369975388,0.185414091,0,0.185414091,533
729,,0.166883752,0.480964959,0.429721475,0.480964959,3129
730,,0.482746482,0.615795493,0.696214676,0.696214676,7135
731,,0.334813863,0.715143442,0.707413316,0.715143442,10414
732,,0.369871289,0.248571426,0.247410655,0.248571426,2429
733,,0.122262418,0.489256203,0.356314659,0.489256203,3708
734,,0.177245572,0.591782451,0.538562298,0.591782451,4965
735,,0.177735895,0.703018486,0.732120872,0.732120872,3922
736,,0.117769495,0.520496905,0.506825447,0.520496905,4084
737,,0.668480098,0.277647048,0.310861409,0.310861409,1365
738,,0.532426476,0.686287642,0.789521992,0.789521992,22310
739,,0.308820158,0.487097919,0.413328201,0.487097919,3710
740,,0.401363134,0.140679955,0.133373573,0.140679955,1912
741,,0.009702566,0.129894942,0.18676278,0.18676278,860
742,,0.325193584,0.62289995,0.608465612,0.62289995,9326
743,,0.745833337,0.202816904,0.53776437,0.53776437,206
744,,0.23557426,0.585776508,0.741920888,0.741920888,9234
745,,0.226532057,0.488767117,0.709995806,0.709995806,4520
746,,0.344013184,0.603548288,0.691735804,0.691735804,14564
747,,0.545897663,0.397404701,0.46824646,0.46824646,1221
748,,0.222511053,0.535194874,0.556520522,0.556520522,7687
749,,0.470437318,0.90885669,0.771869659,0.90885669,6638
750,,0.081712767,0.501882076,0.516675651,0.516675651,2309
751,,0.467774749,0.485928714,0.504128218,0.504128218,1902
752,,0.37082842,0.442671537,0.592923701,0.592923701,12919
753,,0.167732865,0.556572676,0.54000783,0.556572676,5037
754,,0.445809573,0.672619045,0.78729701,0.78729701,13878
755,,0.208206043,0.749540448,0.768206298,0.768206298,7755
756,,0.034396823,0.316916496,0.138541356,0.316916496,1180
757,,0.52864784,0.279158711,0.274509817,0.279158711,422
758,,0.213705391,0.529920459,0.535971224,0.535971224,5537
759,,0.0681412,0.682692289,0.642813265,0.682692289,2555
760,,0.302299708,0.738219917,0.744042337,0.744042337,5803
761,,0.144224122,0.486539394,0.380006313,0.486539394,3536
762,,0.412375778,0.587013006,0.764804721,0.764804721,5074
763,,0.191915974,0.445859879,0.473020822,0.473020822,4812
764,,0.327086985,0.595210969,0.5562675,0.595210969,6468
765,,0.100553721,0.74650991,0.658526659,0.74650991,3148
766,,0.643894196,0.875672877,0.889201283,0.889201283,7954
767,,0.585288286,0.532632053,0.488267422,0.532632053,12007
768,,0.356097162,0.782006919,0.784105241,0.784105241,10381
769,,0.462835371,0.655916095,0.652507126,0.655916095,13068
770,,0.0890738,0.503713727,0.45850727,0.503713727,2591
771,,0.59833014,0.60946095,0.501179218,0.60946095,2542
772,,0.391118705,0.182926834,0,0.182926834,260
773,,0.36457175,0.604468822,0.675947189,0.675947189,12616
774,,0.915003479,0.425398141,0.592085898,0.592085898,11630
775,,0.309870929,0.532893062,0.524485707,0.532893062,10383
776,,0.473919868,0.297069043,0.295211405,0.297069043,3091
777,,0.11881423,0.561746478,0.499647468,0.561746478,4054
778,,0.666666687,0.327433616,0.42464456,0.42464456,389
779,,0.403609633,0.610804498,0.682592571,0.682592571,14145
780,,0.260869563,0.005869406,0.006145442,0.006145442,36
781,,0.347397834,0.822775781,0.833754063,0.833754063,2828
782,,0.155389965,0.64355433,0.652297139,0.652297139,4843
783,,0.629983544,0.359240055,0.222632229,0.359240055,1223
784,,0.016494054,0.439585745,0.515037596,0.515037596,1516
785,,0.311959654,0.608695626,0.357199669,0.608695626,1652
786,,0.090179436,0.359223306,0.388195932,0.388195932,1735
787,,0.093139611,0.44879052,0.465188533,0.465188533,2575
788,,0.369169444,0.503265917,0.577974081,0.577974081,8244
789,,0.294445753,0.636103153,0.649776995,0.649776995,3678
790,,0.268401474,0.385507256,0.37574482,0.385507256,1227
791,,0.211865872,0.05422058,0.378104955,0.378104955,2667
792,,0.146917611,0.56284529,0.533208787,0.56284529,5384
793,,0.545652926,0.478417277,0.418474317,0.478417277,3735
794,,0.187301591,0.668687999,0.603066444,0.668687999,5959
795,,0.312178493,0.584130883,0.733733416,0.733733416,7094
796,,0.466969162,0.766477287,0.815069914,0.815069914,8376
797,,0.61056751,0.159126371,0.305642635,0.305642635,270
798,,0.110160105,0.604414284,0.615361571,0.615361571,3540
799,,0.146823868,0.630642056,0.641294658,0.641294658,2943
800,,0.134138867,0.617702425,0.609876275,0.617702425,3130
801,,0.471033931,0.404907972,0.650689721,0.650689721,6066
802,,0.116007917,0.193467334,0.166992456,0.193467334,1078
803,,0.219107732,0.610782862,0.663270056,0.663270056,5910
804,,0.485701174,0.775216758,0.757327557,0.775216758,11260
805,,0.25565505,0.662962973,0.582014263,0.662962973,5956
806,,0.146985933,0.63775903,0.505677223,0.63775903,5150
807,,0.625154555,0.741292059,0.914213657,0.914213657,8329
808,,0.111996002,0.444111019,0.472409159,0.472409159,2077
809,,0.732038498,0.605721414,0.599294543,0.605721414,2272
810,,0.31027925,0.329792619,0.467334658,0.467334658,3813
811,,0.233170941,0.380527377,0.451637089,0.451637089,4355
812,,0.075367808,0.420736283,0.446109027,0.446109027,1584
813,,0.221030325,0.667587459,0.726728082,0.726728082,4610
814,,0.29024148,0.495640188,0.401980519,0.495640188,3715
815,,0.081176549,0.390633315,0.362010896,0.390633315,2694
816,,0.33176586,0.708574414,0.752104759,0.752104759,8184
817,,0.279459447,0.720019937,0.635241449,0.720019937,8575
818,,0.345062971,0.726459324,0.75185895,0.75185895,11665
819,,0.236528307,0.296928316,0.398554474,0.398554474,2001
820,,0.530140221,0.793205082,0.745721102,0.793205082,16814
821,,0.153442055,0.563692331,0.520463049,0.563692331,4058
822,,0.298153669,0.474693775,0.630182564,0.630182564,10238
823,,0.24855651,0.373707533,0.353183508,0.373707533,4267
824,,0.416859269,0.55682683,0.62261951,0.62261951,13720
825,,0.59375,0.183941603,0.103084736,0.183941603,559
826,,0.199244067,0.321212113,0.373999357,0.373999357,771
827,,0.248912603,0.62724638,0.493471891,0.62724638,3072
828,,0.367332369,0.769618452,0.741663635,0.769618452,6404
829,,0.230860293,0.482274741,0.541580975,0.541580975,6048
830,,0.106943212,0.607348382,0.511542201,0.607348382,3499
831,,0.367662191,0.426619142,0.345048994,0.426619142,2231
832,,0.591961801,0.368006021,0.598785937,0.598785937,8403
833,,0.108747691,0.524150252,0.461743176,0.524150252,4011
834,,0.127884567,0.530439377,0.644953489,0.644953489,4830
835,,0.29284218,0.607739329,0.516348779,0.607739329,3494
836,,0.494955152,0.372583479,0.5,0.5,1195
837,,0.343308449,0.460601449,0.516573191,0.516573191,4093
838,,0.185450599,0.58679086,0.545843959,0.58679086,5327
839,,0.105777279,0.488405794,0.51508975,0.51508975,3782
840,,0.441390485,0.56940937,0.626756012,0.626756012,13637
841,,0.205577314,0.531263888,0.590102911,0.590102911,4530
842,,0.552597523,0.850093603,0.820334733,0.850093603,20220
843,,0.248005643,0.663865566,0.639217913,0.663865566,5527
844,,0.464968145,0.232437119,0.312070668,0.312070668,570
845,,0.512597442,0.414022446,0.389802694,0.414022446,21317
846,,0.031882897,0,0.019277109,0.019277109,544
847,,0.419958025,0.593374372,0.431101114,0.593374372,5525
848,,0.311197907,0.570566952,0.719383478,0.719383478,8949
849,,0.004249243,0.119601332,0.17401886,0.17401886,696
850,,0.315326124,0.010033445,0.222574607,0.222574607,1762
851,,0.147225052,0.691077113,0.641313374,0.691077113,5374
852,,0.18976292,0.51859957,0.459880233,0.51859957,4812
853,,0.468844026,0.759622931,0.737044752,0.759622931,10911
854,,0.306012452,0.753828585,0.628413558,0.753828585,9701
855,,0.16210337,0.411657572,0.438530743,0.438530743,2492
856,,0.068043038,0.266251117,0.330722809,0.330722809,2110
857,,0.645406246,0.01923077,0,0.01923077,665
858,,0.294445634,0.468768597,0.549105525,0.549105525,1881
859,,0.786967397,0.209072977,0.584045589,0.584045589,219
860,,0.330400318,0.695369601,0.635006785,0.695369601,8772
861,,0.188380286,0.473273933,0.633914888,0.633914888,3511
862,,0.411646783,0.778477371,0.787364006,0.787364006,7097
863,,0.223788932,0.368932039,0.485267907,0.485267907,4301
864,,0.201769203,0.55634594,0.444864661,0.55634594,5323
865,,0.147058234,0.653496623,0.563431144,0.653496623,5026
866,,0.90776968,0.713107228,0.7449857,0.7449857,1762
867,,0.190705404,0.621881008,0.602083147,0.621881008,5493
868,,0.410579115,0.616904914,0.644679964,0.644679964,14500
869,,0.333830118,0.228412256,0.231556267,0.231556267,229
870,,0.166954339,0.559834957,0.578152418,0.578152418,3469
871,,0.526754379,0.487379104,0.755277336,0.755277336,11544
872,,0.534932256,0.734933734,0.73259747,0.734933734,17494
873,,0.366377771,0.521658957,0.531458795,0.531458795,11115
874,,0.163408756,0.43514964,0.34438023,0.43514964,4389
875,,0.126541406,0.613511384,0.497829229,0.613511384,3840
876,,0.232120946,0.560076594,0.522045016,0.560076594,5511
877,,0.148404568,0.761747718,0.656419933,0.761747718,5428
878,,0.302676916,0.5865345,0.623425722,0.623425722,11318
879,,0.273624301,0.668341696,0.622299314,0.668341696,3758
880,,0.499514043,0.767975986,0.867455721,0.867455721,10405
881,,0.632314384,0.621681392,0.650674641,0.650674641,1798
882,,0.396346092,0.249589488,0.257183492,0.257183492,1728
883,,0.513194084,0.52594173,0.46386227,0.52594173,2038
884,,0.43206507,0.571965456,0.818306744,0.818306744,13274
885,,0.452535808,0.793560922,0.791881502,0.793560922,12448
886,,0.138366744,0.674846649,0.716385603,0.716385603,3416
887,,0.322897494,0.354260087,0.330810815,0.354260087,729
888,,0.595351279,0.398111731,0.472668797,0.472668797,1468
889,,0.264250755,0.672131121,0.609024048,0.672131121,2831
890,,0.175971597,0.626334548,0.536469817,0.626334548,3592
891,,0.278195769,0.583158553,0.612007737,0.612007737,4701
892,,0.444165617,0.32625699,0.392236978,0.392236978,691
893,,0.489780337,0.837357223,0.876894534,0.876894534,15681
894,,0.396139234,0.608253956,0.640225708,0.640225708,2551
895,,0.72868216,0.314035088,0.37448132,0.37448132,804
896,,0.469899297,0.522217333,0.802388906,0.802388906,12328
897,,0.478146404,0.611786723,0.570573568,0.611786723,2062
898,,0.217019364,0.621082604,0.661087871,0.661087871,5510
899,,0.649068296,0.069868997,0,0.069868997,276
900,,0.274086773,0.662510753,0.673089921,0.673089921,10496
901,,0.151999235,0.631310999,0.509120286,0.631310999,4328
902,,0.398873985,0.225506291,0.267141789,0.267141789,2207
903,,0.236814663,0.466027886,0.538492322,0.538492322,6581
904,,0.746800721,0.190476194,0,0.190476194,1110
905,,0.236760542,0.629508197,0.575093031,0.629508197,4406
906,,0.267180949,0.601818204,0.545037448,0.601818204,8822
907,,0.372959584,0.714811563,0.727441549,0.727441549,12833
908,,0.154774651,0.708126009,0.702474117,0.708126009,2185
909,,0.278473467,0.239837393,0.294054508,0.294054508,808
910,,0.47426188,0.337781489,0.331341654,0.337781489,3199
911,,0.494089842,0.549019635,0.559567571,0.559567571,21161
912,,0.516765296,0.280314952,0.484149843,0.484149843,493
913,,0.509244382,0.383017153,0.591675639,0.591675639,10030
914,,0.478335828,0.609756112,0.542806387,0.609756112,5477
915,,0.748947501,0.452546626,0.473241687,0.473241687,10623
916,,0.214071676,0.256735355,0.351216912,0.351216912,4628
917,,0.470172673,0.539944887,0.331515163,0.539944887,1361
918,,0.241947562,0.606147945,0.604290962,0.606147945,2934
919,,0.174765944,0.5530864,0.564811051,0.564811051,870
920,,0.184650704,0.714427888,0.724521816,0.724521816,1753
921,,0.06851358,0.549661398,0.515529275,0.549661398,2952
922,,0.47755447,0.767386079,0.752891064,0.767386079,2049
923,,0.083909258,0.689177513,0.599265635,0.689177513,2283
924,,0.106611811,0.236570805,0.102194168,0.236570805,2004
925,,0.74443841,0.574344039,0.408801705,0.574344039,1023
926,,0.06766437,0.389776349,0.521057785,0.521057785,646
927,,0.214114204,0.575500488,0.573218107,0.575500488,6269
928,,0.341835976,0.604153275,0.654776037,0.654776037,12648
929,,0.288213164,0.389099181,0.25722599,0.389099181,3740
930,,0.393264592,0.480716258,0.347222209,0.480716258,3587
931,,0.38131842,0.187179491,0.390201718,0.390201718,2461
932,,0.199246794,0.610191941,0.554959536,0.610191941,7173
933,,0.286852151,0.561371863,0.282656431,0.561371863,3129
934,,0.4838624,0.277298838,0.511694491,0.511694491,3156
935,,0.546786547,0.637716591,0.7899459,0.7899459,23854
936,,0.270146817,0.230683088,0.248211384,0.248211384,7791
937,,0.035820626,0.49358061,0.417613626,0.49358061,1376
938,,0.404524297,0.094522968,0.144046202,0.144046202,537
939,,0.506882608,0.232517481,0.265491307,0.265491307,626
940,,0.075659923,0.366767973,0.461775571,0.461775571,884
941,,0.391639411,0.550362051,0.582474232,0.582474232,2145
942,,0.072855137,0.395284325,0.323202908,0.395284325,2440
943,,0.389973998,0.601751685,0.500641525,0.601751685,3009
944,,0.152445853,0.617647052,0.676825762,0.676825762,3955
945,,0.381521881,0.683076918,0.723142028,0.723142028,9293
946,,0.338641465,0.267317086,0.232521906,0.267317086,1595
947,,0.241674304,0.388984501,0.444330692,0.444330692,1091
948,,0.181252301,0.579620063,0.544479072,0.579620063,6698
949,,0.105759397,0.426858515,0.388054311,0.426858515,1251
950,,0.400237799,0.232673272,0.39392662,0.39392662,2074
951,,0.152335048,0.346354157,0.232448161,0.346354157,1869
952,,0.463985771,0.675468683,0.726132452,0.726132452,18342
953,,0.29142946,0.567129076,0.667874813,0.667874813,10939
954,,0.159083277,0.577368796,0.565493762,0.577368796,5615
955,,0.262276322,0.744166493,0.762759089,0.762759089,9791
956,,0.28214395,0.604040384,0.339038849,0.604040384,4265
957,,0.24830927,0.667697728,0.684302092,0.684302092,9496
958,,0.243905813,0.499523342,0.440894574,0.499523342,5999
959,,0.104523122,0.514782608,0.447911054,0.514782608,3119
960,,0.12382815,0.615581095,0.612493455,0.615581095,3952
961,,0.328256041,0.639376223,0.610079587,0.639376223,1169
962,,0.110255875,0.649831653,0.608414233,0.649831653,3042
963,,0.157750294,0.657913387,0.707424343,0.707424343,5744
964,,0.23808822,0.609195411,0.497976899,0.609195411,5153
965,,0.152615562,0.260547757,0.291820794,0.291820794,1712
966,,0.611219525,0.228851661,0.38624686,0.38624686,8247
967,,0.447172195,0.699230433,0.680288374,0.699230433,15259
968,,0.107411444,0.476357281,0.484948009,0.484948009,3078
969,,0.40460825,0.501639366,0.528607368,0.528607368,7349
970,,0.241582423,0.702360392,0.629483223,0.702360392,6269
971,,0.158436969,0.65625,0.611993968,0.65625,3555
972,,0.226189405,0.64858073,0.661281228,0.661281228,8242
973,,0.133804426,0.543275654,0.520805359,0.543275654,3169
974,,0.334170848,0.137440756,0,0.137440756,176
975,,0.623889208,0.561889052,0.727946699,0.727946699,25449
976,,0.313723683,0.488212168,0.436181366,0.488212168,3556
977,,0.406442642,0.493427694,0.451557577,0.493427694,1259
978,,0.171557039,0.57869935,0.690036178,0.690036178,5017
979,,0.166444913,0.372256368,0.413680375,0.413680375,3158
980,,0.15599376,0.633289397,0.604544461,0.633289397,4045
981,,0.390727699,0.653263569,0.591743767,0.653263569,9439
982,,0.162792116,0.570264757,0.463823676,0.570264757,2176
983,,0.138949648,0.534872055,0.562366188,0.562366188,3456
984,,0.427706867,0.504128635,0.761875033,0.761875033,12877
985,,0.327032864,0.538831592,0.604300559,0.604300559,10040
986,,0.569879591,0.732174516,0.75985074,0.75985074,26876
987,,0.259647667,0.520655453,0.45667088,0.520655453,10247
988,,0.382803649,0.161904767,0.263183922,0.263183922,9604
989,,0.269288957,0.628539979,0.606109083,0.628539979,9257
990,,0.618850589,0.647608578,0.757552505,0.757552505,3273
991,,0.078751661,0.403225809,0.35812214,0.403225809,2077
992,,0.473041147,0.705078125,0.664482296,0.705078125,6250
993,,0.134275332,0.644095123,0.577981651,0.644095123,4491
994,,0.437423795,0.642375171,0.60935092,0.642375171,18797
995,,0.350192338,0.766702414,0.77800858,0.77800858,13720
996,,0.588303626,0.753262162,0.774616361,0.774616361,3287
997,,0.431812227,0.590079427,0.763171673,0.763171673,11182
998,,0.320308208,0.414358974,0,0.414358974,1089
999,,0.049273532,0.516914725,0.503875971,0.516914725,1059
1000,,0.403009176,0.746650815,0.778893352,0.778893352,7436
1001,,0.157798737,0.42640692,0.432081342,0.432081342,4067
1002,,0.160107881,0.382047057,0.373301119,0.382047057,2458
1003,,0.170558095,0.535387576,0.554194868,0.554194868,4461
1004,,0.267691761,0.468546629,0.543500185,0.543500185,960
1005,,0.037451737,0.049079753,0,0.049079753,361
1006,,0.424885064,0.550243914,0.571496904,0.571496904,2946
1007,,0.751710236,0,0,0,1106
1008,,0.194606379,0.479272723,0.481121689,0.481121689,5503
1009,,0.54955399,0.519521892,0.675650954,0.675650954,5125
1010,,0.695979893,0.257756561,0.26944226,0.26944226,802
1011,,0.214647532,0.495911211,0.518830299,0.518830299,7690
1012,,0.188206613,0.585406303,0.598629832,0.598629832,2497
1013,,0.352005959,0.455709159,0.624778748,0.624778748,5885
1014,,0.536900222,0.74068439,0.764811039,0.764811039,9733
1015,,0.431578934,0.553539038,0.569202542,0.569202542,5641
1016,,0.131581262,0.600000024,0.679241002,0.679241002,4624
1017,,0.298726052,0.604162097,0.604991734,0.604991734,11908
1018,,0.096477479,0.527612567,0.511627913,0.527612567,2716
1019,,0.236959442,0.498307377,0.570013702,0.570013702,7356
1020,,0.478678584,0.608314097,0.650622189,0.650622189,10101
1021,,0.236667186,0.547873616,0.594150841,0.594150841,8810
1022,,0.787917554,0.735177875,0.774445534,0.774445534,3622
1023,,0.422070086,0.421961755,0.426718533,0.426718533,1602
1024,,0.526623964,0.894104779,0.883310556,0.894104779,7212
1025,,0.252344489,0.284170717,0.156482652,0.284170717,3824
1026,,0.08926215,0.362637371,0.400992841,0.400992841,1335
1027,,0.065336645,0.422297299,0.428943008,0.428943008,2505
1028,,0.189838633,0.57107234,0.423468828,0.57107234,6594
1029,,0.413245261,0.598738194,0.630079627,0.630079627,5772
1030,,0.074312173,0,0.030184461,0.030184461,847
1031,,0.22258772,0.263335586,0.362238765,0.362238765,888
1032,,0.453828633,0.813418031,0.786397755,0.813418031,11413
1033,,0.170064226,0.57754308,0.589469254,0.589469254,5223
1034,,0.50612247,0.393617034,0.397707224,0.397707224,661
1035,,0.160129696,0.662760437,0.637724578,0.662760437,5367
1036,,0.109275371,0.366118014,0.390092134,0.390092134,4036
1037,,0.311506391,0.616550446,0.807082236,0.807082236,7908
1038,,0.169768974,0.588016391,0.682647109,0.682647109,4950
1039,,0.411508739,0.481684655,0.605326295,0.605326295,16995
1040,,0.649638653,0.465635747,0.423287362,0.465635747,2988
1041,,0.396145612,0,0,0,374
1042,,0.35431391,0.592488587,0.471079946,0.592488587,15187
1043,,0.784952879,0.562525272,0.845907092,0.845907092,5333
1044,,0.381278217,0.607750833,0.665604949,0.665604949,14924
1045,,0.318591803,0.565193057,0.684237957,0.684237957,9518
1046,,0.302547157,0.549533546,0.695902705,0.695902705,11445
1047,,0.25014475,0.644602835,0.614246488,0.644602835,3863
1048,,0.232170597,0.62176168,0.437016398,0.62176168,984
1049,,0.174666122,0.228672981,0.105285779,0.228672981,1225
1050,,0.215102658,0.369302332,0.27505976,0.369302332,3756
1051,,0.256391436,0.632335305,0.651094437,0.651094437,3695
1052,,0.85547632,0.575829387,0.573875785,0.575829387,1417
1053,,0.33571282,0.573932111,0.420788974,0.573932111,1462
1054,,0.613903761,0.179810733,0.213727191,0.213727191,362
1055,,0.250257522,0.613846183,0.621912599,0.621912599,2590
1056,,0.508332849,0.22287105,0.441394091,0.441394091,5002
1057,,0.411751121,0.833762407,0.807663441,0.833762407,12673
1058,,0.232110322,0.668485701,0.67021817,0.67021817,6487
1059,,0.269403785,0.739676833,0.74592936,0.74592936,2804
1060,,0.501039803,0.462073773,0.622079551,0.622079551,7024
1061,,0.166829392,0.504057705,0.510543585,0.510543585,3716
1062,,0.272362649,0.481617659,0.656785846,0.656785846,2974
1063,,0.178166583,0.591800332,0.558254838,0.591800332,1215
