Image_ID,orig_covid_ms1.50 - fib score,orig_covid_ms1.50 - fib score manip,manip - fib
87,0.002578079,0.829611957,0.827033878
88,0.034417447,0.971797466,0.93738002
89,0.006440689,0.907929242,0.901488552
90,0.083039328,0.898479223,0.815439895
91,0.050954722,0.723316848,0.672362126
92,0.024487559,0.780496895,0.756009337
93,0.081410743,0.938572466,0.857161723
94,0.027469659,0.948235691,0.920766031
95,0.001262482,0.802783489,0.801521007
96,0.00241675,0.020292101,0.017875351
97,0.01004112,0.313304186,0.303263066
98,0.039268367,0.797382236,0.758113869
99,0.000437049,0.135897875,0.135460826
100,0.004283841,0.758170187,0.753886347
101,0.014733335,0.938077807,0.923344472
102,0.071018219,0.879111528,0.808093309
103,0.001547151,0.371655285,0.370108134
104,0.085869208,0.809146106,0.723276898
105,0.009187059,0.717837751,0.708650691
106,0.012217054,0.660336018,0.648118963
107,0.015591849,0.911814451,0.896222603
108,0.05723739,0.967800021,0.910562631
109,0.039944153,0.92144686,0.881502707
110,0.090756081,0.925904751,0.83514867
111,0.00252755,0.865778387,0.863250836
112,0.014669622,0.84202528,0.827355658
113,0.027714945,0.905950487,0.878235541
114,0.004851479,0.856559873,0.851708394
115,0.01231359,0.871654093,0.859340503
116,0.006407059,0.740715563,0.734308504
117,0.04240191,0.963477433,0.921075523
118,0.015053182,0.890047073,0.874993891
119,0.050098382,0.839090705,0.788992323
120,0.001123282,0.531306684,0.530183402
121,0.003280017,0.429917902,0.426637885
122,0.018351909,0.96765703,0.949305121
123,0.075236239,0.502143085,0.426906846
124,0.041213982,0.942872465,0.901658483
125,0.007636,0.503073573,0.495437573
126,0.364059269,0.990051806,0.625992537
127,0.025770321,0.862843633,0.837073311
128,0.206006885,0.996400595,0.79039371
129,0.010310885,0.903767765,0.89345688
130,0.147017047,0.944749534,0.797732487
131,0.005090005,0.734718382,0.729628377
132,0.097103789,0.975250125,0.878146335
133,0.021062149,0.838623106,0.817560958
134,0.008430503,0.644220233,0.63578973
135,0.000508891,0.245137528,0.244628637
136,0.005271491,0.809133351,0.80386186
137,0.00305129,0.44345516,0.44040387
138,0.233780906,0.829536378,0.595755473
139,0.004492192,0.795669496,0.791177304
140,0.051224958,0.958544493,0.907319535
